title	domain	tags	location
徐房之窗	xfzc.com	生活服务,房产网站	江苏,徐州
汉寿县人民政府	hanshou.gov.cn	政府组织,政府门户	湖南,常德
中国书法超市	qyx888.com		河北
丹东供求网	i0415.cn	综合其他,门户网站	辽宁,丹东
东阳信息港 	322100.cn	综合其他,地方网站	
去哪儿上海航空机票	shanghaiair.qunar.com	交通旅游,票务预订	上海
北京安贞医院预约挂号	bjazyy.hos.999120.net	医疗健康,医院诊所	北京
我爱卡招商银行信用卡中心	cmb.51credit.com	生活服务,银行保险	北京,东城区
小米百科	wiki.xiaomi.cn		北京,朝阳
叶子猪小说站	qidian.yzz.cn	休闲娱乐,小说网站	广东,广州
九阴真经官网	9yin.766.com	休闲娱乐,游戏网站	福建,福州
|电玩之家索尼PS2模拟中文游戏	ps2.gamehome.tv	休闲娱乐,游戏网站	江西,九江
浙江卫视第四季《中国好声音》官方网站	voice.zjstv.com	休闲娱乐	浙江
死神中文网	bleach.manmankan.com	休闲娱乐,视频电影	福建
时空网活动发布平台	hd.gxsky.com	休闲娱乐	广西,南宁
泰格医药	tigermed.net	医疗健康,药品药学	浙江,杭州
河南体育彩票网	hnlottery.com.cn	体育健身,体育综合	河南
呼伦贝尔火网	0470a.com	生活服务,求职招聘	内蒙古,呼伦贝尔
梦800	meng800.com	生活服务,证券网站	北京
国家医考官网	guojiayikao.com	教育文化,教育考试	北京,西城区
房客网	fangke.cn	生活服务,房产网站	福建,福州
响水论坛	bbs.320921.com	综合其他,论坛综合	广东
内蒙古福彩网	nmlottery.com.cn	体育健身,福彩体彩	
建业地产股份有限公司	jianye.com.cn	行业企业	河南,郑州
安心地板官网	anxinfloor.com	生活服务,家居建材	浙江,湖州
中国张掖网	zgzyw.com.cn	综合其他,政府组织	甘肃,张掖
百色网	baise.cc	综合其他,地方网站	广西,百色
书艺公社	shufa.org	休闲娱乐,收藏爱好,教育文化,社科文艺	北京,大兴
新疆兴农网	xjxnw.gov.cn	政府组织,事业单位	新疆,乌鲁木齐市
去哪儿四川航空机票预订	scal.qunar.com	交通旅游,票务预订	四川
Ticwatch & Ticwear 社区	bbs.ticwear.com	综合其他,论坛综合	北京,海淀
高中化学网	gzhx.cooco.net.cn	教育文化,在线教育	江西
风尚中国-奢侈品新闻	news.fengsung.com	新闻媒体	四川,成都
撸撸杯官方网站	lulubei.com	休闲娱乐,游戏网站	广东,广州
中文电码查询	code.mcdvisa.com	生活服务,常用查询	广东,广州
外刊IT评论	aqee.net	综合其他,博客网站,网络科技,技术编程	北京,海淀
莱芜在线	laiwu.net	综合其他,地方网站	山东,莱芜
高碑店人才网	gbdrc.cn	生活服务,求职招聘	河北
快乐集邮商城	kljiyou.com	休闲娱乐,收藏爱好	福建,漳州
人人听力网	rrting.net	教育文化,教育考试,外语综合	湖南,长沙
用药安全网	yongyao.net	医疗健康,健康保健,药品药学,组织机构	北京,大兴
三佳购物	3jgo.com	购物网站,电商网站	河北,石家庄
邯郸市人民政府	www.hd.gov.cn	政府组织,政府门户	河北,邯郸
东营信息港	dongying.com.cn	综合其他,地方网站	山东,东营
蜂鸟网唯美图片	tu.fengniao.com	休闲娱乐,图片摄影	北京,朝阳
YY百战天下官网	bztx.yy.com	休闲娱乐,游戏网站	广东,广州
新民网侬好上海	ish.xinmin.cn	休闲娱乐,音乐网站	上海
北京市海淀区地方税务局	haidian.tax861.gov.cn	政府组织,政府职能	北京,海淀
斯特拉・麦卡特尼官网	stellamccartney.cn	行业企业,服装配饰	上海,静安
汽车音乐网	carsmp3.com	休闲娱乐,音乐网站	
四川文理学院教学综合管理系统	jwc.sasu.cn	教育文化,高等院校	四川
徽商网	ahhome.com	综合其他,门户网站	
中国大地保险	95590.cn	生活服务,银行保险	上海
夜色宝贝	yesebaby.com	购物网站,电商网站	广东,深圳
电气自动化网	ea-china.com	行业企业,机械工业,商务服务	广东,广州
百家讲坛资源网	baijiajiangtan.org	综合其他,门户网站	江西
中国船员联盟	shipman.org.cn	综合其他	
北人集团	brjt.cn	行业企业,商务服务	河北,石家庄
6毛小说网	6mao.com	休闲娱乐,小说网站	
云悦网	1183.net	综合其他,搜索引擎	江苏
南京六合	njlh.gov.cn	政府组织,政府门户	江苏,南京
天天在线	116.com.cn	综合其他,地方网站	北京,朝阳
张家界公众论坛	bbszjj.com	综合其他,论坛综合	湖南,张家界
烟台交警综合信息网	ytjj.gov.cn	政府组织,政府职能	山东,烟台
华数TV网电视剧频道	dianshiju.wasu.cn	休闲娱乐,视频电影	浙江,宁波
四海网3G手机版	4g.4hw.com.cn	综合其他,论坛综合	河南
《完美世界》国际版官方网站	wm.4games.com	休闲娱乐,游戏网站	
数据nba	stat-nba.com	体育健身,球类运动	
美壶网	51pot.com	购物网站,电商网站	上海
河南在线	hn11.net	综合其他,地方网站	河南
惠东县人民政府网	huidong.gov.cn	政府组织,政府门户	广东,惠州
六度伯乐网	liudu.com	生活服务,求职招聘	福建,福州
中国电力资料网	52data.cn	综合其他,门户网站	陕西
广西汽车网	gxqcw.com	生活服务,汽车网站	广西,南宁
厦门欧菲整形美容医院	5368111.com	医疗健康,医院诊所	福建,厦门
奇酷商城	coolpad.cn	网络科技,手机数码	广东,深圳
塔吊人才网	tadiao168.com	生活服务,求职招聘	广东,广州
车票网	che-piao.com	生活服务,常用查询	江苏
80s电影网	80s.la	休闲娱乐,视频电影	
Cohim中赫时尚	cohim.com	休闲娱乐,娱乐时尚	北京,朝阳
青海经济信息网	qhei.gov.cn	政府组织,政府职能	青海,西宁
试卷下载(页)-12999数学网	shijuan.12999.com	网络科技,软件下载	福建
沈阳团购网	shenyang.tuan800.com	购物网站,团购网站	辽宁,沈阳
上海教师招聘网	shanghai.job910.com	生活服务,求职招聘	上海
手机号码大全	slmobicx.lhcom.cn	生活服务,常用查询	河南
华东交通大学招生就业处	zjb.ecjtu.jx.cn	教育文化,高等院校	江西,南昌
魔龙小说网	mlxiaoshuo.com	休闲娱乐,小说网站	
广东省财政厅	gdczt.gov.cn	政府组织,政府职能	广东,广州
东营市人事考试信息网	dyrsks.gov.cn	政府组织,事业单位	山东,东营
广东省旅游局	gdta.gov.cn	政府组织,政府职能	广东,广州
名医在线	ask.myzx.cn	医疗健康	重庆
盱眙365论坛	xuyi365.net	综合其他,论坛综合	江苏,淮安
菏泽论坛	heze369.com	综合其他,论坛综合	山东,菏泽
N词酷	nciku.cn	教育文化,百科辞典	北京,朝阳
 基金互动网	fundxy.com	生活服务,金融财经	广东
希爱力	xiaili.51sole.com	行业企业	广东,深圳
去哪儿网飞机票	jipiao.qunar.com	交通旅游,票务预订	北京,海淀
北海365网	xinxi.beihai365.com	生活服务,分类信息	广西,北海
珠海市人事考试中心信息网	zh.gdkszx.com.cn	教育文化,教育考试	广东,珠海
兰州生活网	lanzhou.8684.com	综合其他,地方网站	甘肃,兰州
食品信息网	food.chinairn.com	综合其他,地方网站	广东,深圳
长沙中考网	cs.zhongkao.com	教育文化,教育考试	湖南,长沙
谷瀑节能设备网	jn.goepe.com	综合其他,门户网站	浙江
玩家网攻略频道	gonglue.cngba.com	休闲娱乐,游戏网站	北京
汇元网	www.9186.com	网络科技,电子支付	北京,海淀
极限户外网自行单车频道	danche.xout.cn	生活服务	江西,南昌
南京财经大学学生处	xsc.njue.edu.cn	教育文化,高等院校	江苏,南京
中国电子口岸数据中心青岛分中心	sdeport.gov.cn	政府组织,政府门户	
百丽官网	belle.com.cn	行业企业,服装配饰	广东,深圳
游宝	365ub.com	休闲娱乐,游戏网站	上海,普陀
樂思蜀SEO博客	lesishu.com	综合其他,博客网站,网络科技,站长资源	陕西,西安
上海工程技术大学	sues.edu.cn	教育文化,高等院校	上海,松江
中国建设工程造价管理协会	ceca.org.cn	综合其他,公共团体	北京,西城区
高邮教育信息网	gyedu.net	教育文化	江苏,扬州
中国企业新闻网	chinacenn.com	新闻媒体	北京,西城区
1775二手车网	1775.cn	生活服务,汽车网站	广西,南宁
上海通用汽车官网	shanghaigm.com	行业企业,汽车厂商	上海,浦东
中国食品安全网	cfsn.cn	综合其他,门户网站	北京,丰台
中国曲阜	qufu.gov.cn	政府组织,政府门户	山东,济宁
无锡人才网	wuxjob.com	生活服务,求职招聘	江苏,无锡
爱乐透	iletou.com		北京,丰台
庆阳人力资源网	qyhr.org	生活服务,求职招聘,分类信息	甘肃,庆阳
中国肥城政府网	feicheng.gov.cn	政府组织,政府门户	山东,泰安
英语文章网	ruishiye.com	教育文化,在线教育	北京
爱思英语在线英语词典	dict.24en.com	综合其他,地方网站	四川
家庭医生在线眼科频道	eye.familydoctor.com.cn	综合其他,地方网站	广东,广州
玩家网XBOX360	xbox360.cngba.com	休闲娱乐,视频电影	北京,海淀
都市圈泉州地图	qz.o.cn	交通旅游,交通地图	福建,泉州
海伦堡集团	hlbdc.cn	生活服务,房产网站	广东,广州
中国禹州网	yuzhou.net.cn	综合其他,地方网站	河南,许昌
中药材药通网	yt1998.com	医疗健康,药品药学	安徽,亳州
杭州财税网	hzft.gov.cn	政府组织,政府职能	浙江,杭州
江苏广播电视大学	jstvu.edu.cn	教育文化,高等院校	江苏,南京
中国正牙网	hswkzy.com	医疗健康,健康保健	广东,广州
校园无忧网	school51.com	综合其他,门户网站	安徽,合肥
泰顺网	ts.gov.cn	政府组织,政府门户	浙江,温州
广东新兴县政府门户网站	xinxing.gov.cn	政府组织	广东,云浮
聚游网	juu.cn	休闲娱乐,游戏网站	北京
 捞月狗在线直播	tv.laoyuegou.com	休闲娱乐,游戏网站	
今日油价查询	youjia.supfree.net	生活服务,常用查询	上海
油价网	youjia.chemcp.com	综合其他,门户网站	河南,郑州
连云港老百姓网	lianyungang.lbx.cc	综合其他,地方网站	江苏,连云港
内蒙古招生考试信息网	nm.zsks.cn	教育文化,教育考试	内蒙古,呼和浩特
家校圈	zuowen.jiaoyu.139.com	教育文化	
晚安小说下载网	wanantxt.com	休闲娱乐,小说网站	河南,郑州
价格行情网	hj.gold600.com	综合其他,门户网站	浙江
成都国色天香门票	gstxmp.net	交通旅游,旅游网站	四川,成都
钜派投资集团	jpinvestment.cn	行业企业	上海,浦东
苹果助手官网	pgzs.com	网络科技,应用工具	福建,福州
中国妇女网	women.org.cn		北京
第三军医大学西南医院官网	xnyy.cn	医疗健康,医院诊所	重庆,沙坪坝区
酷面包网	kumianbao.com	休闲娱乐,视频电影	
Cache Cache 中国官网	cache-cache.cn	购物网站,电商网站	上海,长宁
淄博职业学院	zbvc.cn	教育文化,高等院校	山东,淄博
美萍中文精品网址	k369.com	综合其他,网址导航	河南,郑州
望城区政府门户网站	wangcheng.gov.cn	政府组织,政府门户	湖南,长沙
红安网	redhongan.com	综合其他,地方网站	湖北,黄冈
Ya247网页游戏平台	ya247.com	休闲娱乐,游戏网站	广东,广州
趣吧贝贝	78baby.com	生活服务,母婴网站	山东
博宝网 专题频道	special.artxun.com	综合其他,门户网站	北京,海淀
Acer宏碁官方活动网站	touch.acer.com.cn	行业企业,家电数码	上海,黄浦
新摄影摄影作品	photos.nphoto.net	休闲娱乐,图片摄影	北京,西城区
中华园林网植物库	flora.yuanlin365.com	综合其他,门户网站	浙江,杭州
天津通	tjtong.enorth.com.cn	生活服务,餐饮美食	天津
益盟操盘手软件产品中心	product.emoney.cn	生活服务	上海,徐汇
肇庆市人事考试中心信息网	zq.gdkszx.com.cn	教育文化,教育考试	广东,肇庆
畅途网广州频道	guangzhou.trip8080.com	交通旅游,票务预订	广东,广州
搜谱	so.sooopu.com	休闲娱乐,音乐网站	福建
华人螺丝网标准查询栏目	standard.luosi.com	生活服务,常用查询	广东,广州
河洛中文社区	horou.com	综合其他,论坛综合	福建
国旅在线	cits.com.cn	交通旅游,旅行社	北京,东城区
新华浙江大宗商品交易中心	hbot.cn	购物网站,电商网站	
君子门	junzimen.com	休闲娱乐,娱乐时尚	北京,朝阳
寿县生活网	0564shw.com	综合其他,地方网站	安徽,六安
事故车88网	shiguche88.com	购物网站,电商网站	上海,宝山
旅折记	57go.com	交通旅游,旅游网站	四川,成都
漯河市人民政府门户网站	luohe.gov.cn	政府组织,政府门户	河南,漯河
云南省住房和城乡建设厅	ynjst.gov.cn	政府组织,政府职能	云南,昆明
凯尔幼教联盟	krbb.cn	综合其他,门户网站	广东,佛山
天堂草原音乐网	ttcy.com	休闲娱乐,音乐网站	内蒙古,呼和浩特
迅雷赚钱宝	zqb.red.xunlei.com	网络科技	广东,深圳
乐途旅游网日照旅游	rizhao.lotour.com	交通旅游	山东,日照
《神魔大陆》手游官网	smdl.laohu.com	休闲娱乐,游戏网站	北京,朝阳
屠龙传说官网	tlcs.yaowan.com	休闲娱乐,小说网站	广东,广州
Chatroulette中文网	zh.chatroulette20.com	网络科技	
全国通信专业技术人员职业水平考试网	txks.org.cn	教育文化,教育考试	北京,石景山
洛钼集团	chinamoly.com	行业企业	
80视点网	80sd.org	新闻媒体,新闻报刊	浙江
中国共享软件联盟	cnsw.org	网络科技,技术编程	北京
360课堂	360class.cn	教育文化,出国留学	北京,海淀
吉利帝豪品牌官方网站	dhcar.cn	生活服务,汽车网站	浙江
格兰仕集团	galanz.com.cn	行业企业,家电数码	广东,佛山
台州教育网	tzedu.net.cn	教育文化,教育考试	浙江,台州
爱爱谷	goodaiai.com	购物网站,电商网站	
习水信息港	gzxishui.com	综合其他,地方网站	贵州
凌凌发TXT小说免费下载网	008txt.com	休闲娱乐,小说网站	广东
古摄影婚纱艺术	gulove.com	生活服务,影楼婚嫁	广东,广州
广西体育彩票网	lottery.gx.cn	体育健身,体育综合	广西
晋中市政府门户网站	sxjz.gov.cn	政府组织,政府门户	山西,晋中
如皋教育	jsrgjy.net	政府组织,政府职能	江苏,南通
我要装修网	51zx.com	生活服务,家居建材	北京,朝阳
中国模特在线	xinsilu.com	综合其他,地方网站	北京,朝阳
天极网云计算频道	cloud.yesky.com	网络科技,数据分析	重庆,渝中区
《新征途》官方网站	xzt.ztgame.com	休闲娱乐,游戏网站	上海
安徽师范大学皖江学院	wjcollege.ahnu.edu.cn	教育文化,高等院校	
电白同乡论坛	0668cc.com	综合其他,论坛综合	福建
上饶市人民政府	www.zgsr.gov.cn	政府组织,政府门户	江西,上饶
阿拉善盟门户网站	als.gov.cn	政府组织,政府门户	内蒙古,阿拉善盟
1m1m健康网	1m1m.com	医疗健康	广东,广州
千岛湖新闻网	qdhnews.com.cn	新闻媒体	浙江,杭州
儋州在线	danzhou8.com	综合其他,地方网站	海南,儋州
莆田人才网	pt791.com	生活服务,求职招聘	福建,莆田
行者无忧网	xz5u.cn	交通旅游,旅游网站	四川,成都
家教帮	jjbang.com	生活服务	江苏
中国宁波网女性频道	ladies.cnnb.com.cn	休闲娱乐,娱乐时尚	浙江,宁波
兴宁A8民生	ms.xna8.com	综合其他,地方网站	广东,深圳
唯美图网	weimeitu.cc	休闲娱乐,图片摄影	福建
奥凯航空	www.okair.net	交通旅游,交通地图	北京
云南新兴职业学院	ynxzy.com	教育文化,高等院校	云南
桃源论坛	bbs.taoyuan.gov.cn	综合其他,论坛综合	湖南,常德
建站流程网 	chczz.com	网络科技,站长资源	重庆
河南广播电视大学	open.ha.cn	教育文化,高等院校	河南
平顶山学院	pdsu.edu.cn	教育文化,高等院校	河南,平顶山
盐城市人力资源和社会保障网	jsychrss.gov.cn	政府组织,政府职能	江苏,盐城
中国组织人事报新闻网	zuzhirenshi.com	新闻媒体,新闻报刊	北京,东城区
全球功夫网	qqgfw.com	综合其他,门户网站	北京
中国商业展示网	zhongguosyzs.com		北京,海淀
郑州房产租凭网	zzfdc.gov.cn	生活服务,房产网站	河南,郑州
小品之家	xiaopinw.com	休闲娱乐	山西
许昌市人民政府门户网站	xuchang.gov.cn	政府组织,政府门户	河南,许昌
赤峰招聘网	cfzpw.com	生活服务,求职招聘	内蒙古,赤峰
河南旅游网	uhenan.com	综合其他,门户网站,地方网站,生活服务,常用查询,交通旅游,旅游网站	河南,郑州
Qcc空间网	8duoduo.com	综合其他,社交网站	福建
有享网	yofogo.com	购物网站	浙江,宁波
中华国粹网	zhgc.com	生活服务,常用查询	云南
锅炉信息网	boilerinfo.net	行业企业,机械工业,商务服务	北京,海淀
叶子猪笑傲江湖ol官网	xa.yzz.cn	休闲娱乐,游戏网站	广东,广州
医生在线体检频道	tijian.51daifu.com	综合其他,地方网站	上海,闸北
973赛尔号	saierhao.973.com	休闲娱乐,游戏网站	福建
河海大学学子网	sea.hhu.edu.cn	教育文化,高等院校	江苏,南京
东莞时间网商务频道	biz.timedg.com	综合其他,地方网站	广东,东莞
魔秀主题 	test.moxiu.com		北京,朝阳
沈阳市网上公安机关服务大厅	gabsdt.shenyang.gov.cn	政府组织,政府职能	辽宁,沈阳
妙书坊	miaoshufang.com	休闲娱乐,小说网站	
踢歪网	t7y8.com	休闲娱乐	辽宁
安徽干部教育在线	ahgbjy.gov.cn	综合其他,地方网站	安徽
品众批发网	pf178.com	综合其他,行业企业,服装配饰,购物网站,电商网站	广东,广州
思埠官网	sibu.cn	购物网站,电商网站	广东,广州
沙发客网	cnsfk.com	综合其他,社交网站,生活服务,聊天交友,交通旅游,旅游网站	北京
信网	qdxin.cn	综合其他,地方网站	山东,青岛
热书吧	yqtxt.net	休闲娱乐,小说网站	
岛津中国	shimadzu.com.cn	行业企业	上海,长宁
芙蓉人才网	frrc.com.cn	生活服务,求职招聘	湖南,长沙
梅州人才网	mzrcw.com	生活服务,求职招聘	广东,梅州
梨乡莱阳网	laiyang.gov.cn	政府组织,政府门户	山东,烟台
中国反邪教网	cnfxj.org	综合其他	北京
略阳县政府网站	lueyang.gov.cn	政府组织,政府门户	陕西,汉中
门窗幕墙英才网	mcmqyc.com	生活服务,求职招聘	山东,淄博
壹壹零商务网	b2b110.com	行业企业,商务服务	
哇噢动漫	waau.com	休闲娱乐,动漫网站	北京
韶州人才网	sgrcw.com	生活服务,求职招聘	广东,韶关
真笔字网名设计器	zhenbizi.com	网络科技,设计素材	江苏
三门新闻网	smnews.com.cn	新闻媒体	新疆,哈密地区
上古世纪官网合作专区	age.uuu9.com	休闲娱乐,游戏网站	陕西,西安
收藏网	shoucang.southmoney.com	综合其他,门户网站	福建,厦门
上海国际商品拍卖有限公司劲标网	live.alltobid.com	行业企业,招商加盟	上海
孝义在线	xiaoyi.ccoo.cn	综合其他,地方网站	
华中科技大学研究生就业信息网	career.hust.edu.cn	教育文化,高等院校	湖北,武汉
黄石人才网	huangshi.333job.com	生活服务,求职招聘	湖北,黄石
嘉兴学院 南湖学院	nhxy.zjxu.edu.cn	教育文化,高等院校	浙江,嘉兴
金桥网社区	bbs.ejinqiao.com	综合其他,论坛综合	辽宁,沈阳
燕赵都市网新闻中心	news.yzdsb.com.cn	新闻媒体	河北,石家庄
四月网名家专栏	space.m4.cn	综合其他,门户网站	北京,海淀
奥特莱斯（中国）有限公司	outletcn.com	行业企业	北京,朝阳
微财富	weicaifu.com	生活服务,金融财经	上海,浦东
龙湖集团	longfor.com	生活服务,房产网站	北京,朝阳
滕州人才网	tzjob.com.cn	生活服务,求职招聘	山东,枣庄
万能站长工具查询网	omnipo.com.cn	网络科技,常用查询	
360法网	ilaw360.com	综合其他,法律法规	
天水广电网	tstv.cn	综合其他,地方网站	甘肃,天水
CC影院 	ccdyy.net	生活服务,影楼婚嫁	
高铁网	gaotiewang.com	交通旅游,票务预订	广东,广州
去哪儿山航机票	shandongair.qunar.com	交通旅游,票务预订	北京,海淀
中国广播网珠海分网	zh.cnr.cn	新闻媒体,广播电视	广东,珠海
 努努书坊言情小说	love.kanunu8.com	休闲娱乐,小说网站	
欣欣河南旅游网	henan.cncn.com	交通旅游	河南
深渊官网 	sy.xd.com	休闲娱乐,游戏网站	上海,闸北
北京科技大学研究生院	gs.ustb.edu.cn	教育文化,高等院校	北京,海淀
中国警察网文化频道	culture.cpd.com.cn	综合其他,公共团体	北京,丰台
内蒙古新闻网政务频道	gov.nmgnews.com.cn	综合其他,地方网站	
反义词大全	fanyici.xpcha.com	生活服务,分类信息	浙江
七维网	qiwei.com	交通旅游,旅游网站	四川,成都
工会帮扶工作管理系统	care.acftu.org	综合其他,公共团体	北京,西城区
湖北工业大学工程技术学院	gcxy.hbut.edu.cn	教育文化,高等院校	湖北,武汉
农博网饲料频道	feed.aweb.com.cn	综合其他,门户网站	北京,海淀
动感影视网	vanyes.com	休闲娱乐,视频电影	
球迷网	qiuw.com	体育健身,球类运动	
中国佛教协会官方网	chinabuddhism.com.cn	综合其他,公共团体	北京,西城区
孝感槐荫房产网	house.xgrb.cn	生活服务,房产网站	湖北,孝感
豫南人才网	xyrcw.com.cn	生活服务,求职招聘	河南,信阳
CF英雄级	yingxiongji.com	休闲娱乐,游戏网站	福建
中国GPS网	gpsbao.com	网络科技,数据分析	
中国研究生人才网	91student.com	生活服务,求职招聘	湖北,武汉
进口摩托车跑车专卖店	yh7766.51sole.com	生活服务,汽车网站	广东,深圳
化龙巷	about.hualongxiang.com	网络科技,电商服务	江苏,常州
南京大学本科招生网	bkzs.nju.edu.cn	教育文化,高等院校	江苏,南京
慢慢买比价网	list.manmanbuy.com	购物网站,返利比价	浙江,宁波
制造业的未来	industry.siemens.com.cn		
安徽工业大学工商学院	icc.ahut.edu.cn	教育文化,高等院校	安徽
无锡阿福台违章查询	ep.wuxi.cn	生活服务,常用查询	江苏,无锡
彩色跑中国 	thecolorrun.com.cn	体育健身,体育综合	北京,房山
围一桌 	wewehr.com	综合其他,门户网站	广东,深圳
大米手机	damishouji.org	行业企业,家电数码	
我的美丽日记台湾官网	beautydiary.com.tw	行业企业,日化用品	台湾,台北
 动漫啦	dongman.la	休闲娱乐,动漫网站	
罗辑思维论坛	ljsw.cc	综合其他,论坛综合	
少林塔沟教育集团	shaolintagou.com		河南,郑州
攀西人才网	pxrc.com.cn	生活服务,求职招聘	四川,攀枝花
海南省公安厅交通警察总队	hainanjj.gov.cn	政府组织,政府职能	海南,海口
诸城招聘网	zcrczp.com	生活服务,求职招聘	山东,潍坊
 重庆驴友空间	cq69.com	交通旅游,旅游网站	重庆
辽宁大学生在线联盟	stuln.com	教育文化,高等院校	辽宁,沈阳
中国衡水	www.hengshui.gov.cn	政府组织,政府门户	河北,衡水
天娱传媒	eemedia.cn	行业企业	上海,金山
手机小说下载网	mobixs.cn	休闲娱乐,小说网站	福建
成房网	028f.com	生活服务,房产网站	四川,成都
蒙娜丽莎瓷砖	monalisa.com.cn	行业企业,建筑材料	广东,佛山
沸点网	395.cn	综合其他,门户网站	河南,漯河
郧西在线	yxol.net	综合其他,地方网站	湖北,十堰
说说心情网	shuoshuoxinqing.com	休闲娱乐	福建
SKY网络电话 	skywldh.com		
任玩堂手机网游站 	ol.appgame.com	休闲娱乐,游戏网站	广东,广州
社科院社科联频道	sky.cssn.cn	综合其他,门户网站	北京,朝阳
神兵传奇官方网站	sc.9you.com	休闲娱乐,游戏网站	上海,黄浦
山东大学（威海）招生网	bkzsw.wh.sdu.edu.cn	教育文化,高等院校	山东,威海
海淘网站	amazon.haitaocheng.com	购物网站,购物分享	广东,深圳
苏州奥数网	su.aoshu.com	教育文化,在线教育	江苏,苏州
极限网其它户外运动频道	sports.xout.cn	综合其他,门户网站	江西,南昌
郑州财经技师学院	zzcj.cn	生活服务,金融财经	河南,郑州
富国基金	fullgoal.com.cn	生活服务,金融财经	上海,杨浦
鼎砥投资论坛	bbs.dingdi.com	综合其他,论坛综合	吉林
浦东信息港	pdxx.net	网络科技,域名主机	上海,浦东
绿源电动车官方网站	luyuan.cn	行业企业,汽车厂商	浙江,金华
中国泗洪	sihong.gov.cn	政府组织,政府门户	江苏,宿迁
房小二网	sy.fangxiaoer.com	综合其他,门户网站,论坛综合,地方网站,生活服务,房产网站,新闻媒体,新闻报刊	辽宁,沈阳
右脑记忆论坛	bbs.jiyifa.cn	综合其他,论坛综合,教育文化,教育考试	江苏,常州
9199网页游戏	9199.com	休闲娱乐,游戏网站	北京
北京591结婚网	bj.591wed.com	生活服务,影楼婚嫁	北京
中财招商投资集团	zhongcai.com	行业企业	浙江,杭州
八字网	bazi5.com	生活服务	上海
丹尼斯百货	dennis.com.cn	行业企业,商务服务	河南,郑州
资阳市人民政府	www.ziyang.gov.cn	政府组织,政府门户	四川,资阳
双汇集团	shuanghui.net	行业企业,食品饮料	河南,漯河
包头市人民政府	baotou.gov.cn	政府组织,政府门户	内蒙古,包头
达州人才网	dzwork.net	生活服务,求职招聘	四川,达州
KZ321哈萨克网址大全	kz321.com	综合其他,网址导航	辽宁
《等着我》 官网	dengzhewo.net	休闲娱乐,游戏网站	北京,丰台
西宁中公教育	xining.offcn.com	教育文化,在线教育	青海,西宁
身份证号码大全	sfz.yjbys.com	生活服务,常用查询	广东,广州
生日书	shengrishu.51240.com	生活服务,分类信息	福建
2144崩坏学园2	bh.2144.cn	休闲娱乐,游戏网站	上海,浦东
欣欣山东旅游网	shandong.cncn.com	交通旅游	山东
庆阳天气预	qingyang.tianqi.com	生活服务,常用查询	甘肃,庆阳
中学课本网	zxkeben.szxuexiao.com	教育文化,中小学校	广东
郑州奥数网	zz.aoshu.com	教育文化,培训机构	河南,郑州
酷配网	kuparts.com	购物网站,电商网站	广东,东莞
中国法律硕士联盟论坛	fashuounion.com	综合其他,论坛综合	
八条鱼平台	batiaoyu.com	生活服务	天津,河西区
湖南省卫生计生委人才交流服务中心	hnyyws.com	生活服务,求职招聘	湖南
中国民用航空网	ccaonline.cn	综合其他,门户网站	北京,西城区
景德镇信息网	0798.cc	综合其他,地方网站	江西,景德镇
金华学车网官网	aixueche.com	生活服务	浙江,金华
汉川网-	hcw.so	综合其他,地方网站	湖北,孝感
阳泉市政府网站	yq.gov.cn	政府组织,政府门户	山西,阳泉
福州宝宝网	fzbbw.com	综合其他,论坛综合,地方网站,生活服务,母婴网站	福建,福州
泰安信息港	tainfo.net	综合其他,地方网站	山东,泰安
垫江新闻网	djxww.com	新闻媒体	重庆,垫江县
沂水政府网	yishui.gov.cn	政府组织,政府门户	山东,临沂
连天红家具官网	liantianhong.com	生活服务,家居建材	福建,莆田
学无止境网	xwzj8.com	教育文化	广东
好吃狗儿	food.cqmmgo.com	生活服务,餐饮美食	重庆,渝中区
券妈妈	quanmama.quanmama.com		
宾县在线	bxzx.ccoo.cn	综合其他,地方网站	
成都学院（成都大学）教务处信息系统	jw.cdu.edu.cn	教育文化,高等院校	四川,成都
钓鱼翁图片中心	diaoyutupian.diaoyuweng.com	休闲娱乐,图片摄影	北京
葫芦岛老百姓网	huludao.lbx.cc	综合其他,地方网站	辽宁,葫芦岛
中国习网试题库	wiki.ciwong.com	教育文化	广东,深圳
中国移动通信浙江有限公司浙江彩铃网站	zj.12530.com	行业企业,广电通信	浙江
义乌热线公交查询频道	bus.cnyw.net	生活服务,常用查询	浙江,金华
象山人才网	rc.xsool.com	生活服务,求职招聘	浙江,宁波
中国摩托车网摩托车大全	product.mtuo.com	生活服务,汽车网站	山东,烟台
实时路况地图	lu.ditu6.com	交通旅游,交通地图	
中国南京政府网站群	nj.gov.cn	政府组织,政府职能,综合其他,网址导航	江苏,南京
推哈网	tuiha.com	网络科技,电商服务	北京,朝阳
聚焦摄影	jujiaonet.com	生活服务,影楼婚嫁	
峨眉山乐山大佛官方旅游网	ems517.com	交通旅游	四川,乐山
南北花木网	1818hm.com	综合其他,门户网站	江苏,宿迁
南阳市人民政府门户网站	www.nanyang.gov.cn	政府组织,政府门户	河南,南阳
我爱QQ网	w2qq.com	休闲娱乐	贵州
东方文学网	eastshu.com	休闲娱乐,小说网站	
 戒色	jiese.org	综合其他,论坛综合	
合肥教育信息网	hfjy.net.cn	教育文化,教育考试	安徽,合肥
新房装修网	xfzx.org	生活服务,家居建材	湖北
喀什都市网	xjks.net	综合其他,地方网站	新疆,喀什地区
